,Short,Long,Rating
11356,Utterly Disappointed,One side earphone is not working after 1 year,1
21438,Pretty good,"All the product is superb , but the battery drains in 3-4 days ??. And the watch would have the been comparability with the phone ( to take calls ) display writing are well but hard to read .. otherwise it's awesome .. value fr money ,,, it's sence a moth me using the product",4
14857,Nice,No problem,3
2782,The Premium iPhone,"My second iPhone. Got at a decent price. This is literally a premium product.
Pros: Best front camera.
6.1”Liquid retina display.
A13 bionic chip.
Cons: picture quality drops while using wide angle camera.
glass back has high chance for breakage if dropped
PS: Don’t go for this product by attraction! can get any iphone at budget level for daily normal usage unless you are rich! best for productivity and high performance viz. Video editing, High end Games etc.",5
2594,Amazing cellphone.. value for money 👍😎,Super cool device.. delivered today early in the morning..,5
19816,Just okay,"Not expected this from boAt. Could have been better, at this price range.",3
18727,Could be way better,Worst quality.,2
8708,PRODUCT REVIEW!,Loved the size of the monitor. Picture quality is very good and only missing thing is no speakers on the monitor and hence you need extra speakers for sound.,5
7129,"Easy to use, entry level camera","I am really fully content with the product. It reached me within two days with everything content in it and no doubt in a very good condition. It may be somewhat difficult for the beginners but it will not take a long to learn. If you are choosing between canon and Nikon I will suggest you canon because of its real colour capturing and fine focus of its lenses. You can get more slightly more features in Nikon than canon at the same price but that doesn't mean that will surely better than canon. You can look for contrast between canon and Nikon in the internet. I think it will suggest you the same""canon"".",5
1002,Comfortable for your 👂.,"This is the best cheapest wired earphone. Top class sound quality, full of comfort on your ear, Easy to carry, and very convenient for zoom meetings in laptop even in phone.
Thank to boat ⛵ as well as Amazon, Love you all....",5
9146,As super Lots of look Good,"Haven't used the remote yet but it is perfect for a surround sound and a home theatre experience.Packaging was good delivery was fast. I felt the control knobs are bit weak but for that you have a remote. Tested bluetooth pairing also works well.Sound is good clarity is perfect.Go for it. It won't create much of disturbances to your neighbours even if ur playing in high volume.

Update : after 6 months of usage the circuit of the display is getting cut. No matter how good or cheap the product is always go for a branded one like Sony, Samsung, Philips, etc. As these won't ever dissapoint you.",5
4135,NOT AS EXPECTED,"Your browser does not support HTML5 video.
 # Speed: Maximum Write Speed is only 35 mbps and sometime slower than that. Read speed start with 140mbps and suddenly decrease downto 40mbps.

#Quality: It heat up a lot. temperature goes upto 40° .
# Type C for mobile : In mobile it is very slow. slow like turtle. it gives only 3-4 mbps write speed and around 15 mbps read speed",3
900,Nice and comfortable,"Very comfortable on the ears for long time use. Not all headphones are comfortable, but this one is. Also, serves my purpose of listening to music and office meetings.",5
7485,Average camera,"Hlo guys,
This photo is click by 55mm ket lens i am giving 4 STAR with this lens and battery backup is average in this range this camera is best i am happy with this product🙂
THANKS",1
21218,Good choice,Everything is looking too good but connectivity takes too much time. Otherwise it's good watch thin 2k range for daily use,4
19822,Fair,"Disappointing, very small size, not worth the money,",3
19495,Could be way better,Not good,2
15778,Just okay,ok ok product,3
13397,Moderate,"When it reached it looks like ordinary , no finished work on body like cheap mixer grinder.
After it use , there was smell comes like plastic burning. But not noticeable.
When I used it's small jar which use for spices masalas . Hot air comes from jar after mixter and jar was so hot .
Please don't go for it .",2
9276,Baas quality is not good,Nice sound at 5.1 sounds. Please buy it,5
16364,Worth the money,Nice,4
8802,Very Good,"What else you want for this price? I researched a lot and then I decided to try this. I am satisfied with the overall quality, size, colors, etc.",5
17214,Just okay,Good,3
14936,Fair,Gud for money,3
6884,Quality,"Too noisy, plus on the first run itself, the spinner on the mixer and the jar, both started to break into pieces and it's happening for all the spinners of all the jars that come with mixer. Don't buy this product not value for money.",1
19061,Could be way better,Jjj,2
14011,Could be way better,"Bad product
The theeth wheel are complainted",2
16294,Value-for-money,It is good on this price...,4
18170,Expected a better product,Good product but screen is screch out door exercise best to buy include screen protector....,2
6432,Lid broke with ice cubes | Cold coffee damaged jar cap,"Writing review after using it for almost 4 months. Overall the product is good, easy to use and clean. Performance is also good, value for money. However, I did not like the juicer design, tough I have not used the user yet but seeing its design I believe it won't give good result.",1
21102,Value-for-money,its good vut get the boat xtend guys,4
14085,Slightly disappointed,"Bakwas quality. Cracks were observed in body after first use. I have purchased because of butterfly brand, but no use. I strongly recommend not to go for butterfly brand.",2
